Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1970","1970","kg/ha","9106.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1971","1971","kg/ha","9333.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1972","1972","kg/ha","10917.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1973","1973","kg/ha","11080.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1974","1974","kg/ha","12050.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1975","1975","kg/ha","11333.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1976","1976","kg/ha","10948.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1977","1977","kg/ha","10693.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1978","1978","kg/ha","10560.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1979","1979","kg/ha","10639.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1980","1980","kg/ha","11095.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1981","1981","kg/ha","11717.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1982","1982","kg/ha","13114.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1983","1983","kg/ha","15846","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1984","1984","kg/ha","15820.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1985","1985","kg/ha","16144.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1986","1986","kg/ha","17716.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1987","1987","kg/ha","17711.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1988","1988","kg/ha","19118.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1989","1989","kg/ha","19579.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1990","1990","kg/ha","19060","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1991","1991","kg/ha","21157.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1992","1992","kg/ha","23711.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1993","1993","kg/ha","25041.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1994","1994","kg/ha","26305.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1995","1995","kg/ha","23545.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1996","1996","kg/ha","27547.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1997","1997","kg/ha","29841.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1998","1998","kg/ha","28781.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","1999","1999","kg/ha","30703.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2000","2000","kg/ha","24038.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2001","2001","kg/ha","24474.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2002","2002","kg/ha","25604.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2003","2003","kg/ha","27831.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2004","2004","kg/ha","29107.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2005","2005","kg/ha","26479","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2006","2006","kg/ha","30340.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2007","2007","kg/ha","28379","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2008","2008","kg/ha","29652.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2009","2009","kg/ha","30780.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2010","2010","kg/ha","30828.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2011","2011","kg/ha","33058.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2012","2012","kg/ha","34018.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2013","2013","kg/ha","32251.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2014","2014","kg/ha","35806.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","kg/ha","35084.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","kg/ha","33849.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2017","2017","kg/ha","34137.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2018","2018","kg/ha","32356.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","kg/ha","31283.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","kg/ha","31772.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","kg/ha","32639.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","kg/ha","33387.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","kg/ha","30981","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1961","1961","kg/ha","1550","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1962","1962","kg/ha","2450","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1963","1963","kg/ha","1200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1964","1964","kg/ha","2281.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1965","1965","kg/ha","1769.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1966","1966","kg/ha","1949.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1967","1967","kg/ha","1394.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1968","1968","kg/ha","1596.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1969","1969","kg/ha","1276","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1970","1970","kg/ha","1427.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1971","1971","kg/ha","1094.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1972","1972","kg/ha","1360.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1973","1973","kg/ha","1089.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1974","1974","kg/ha","552.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1975","1975","kg/ha","834.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1976","1976","kg/ha","951.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1977","1977","kg/ha","1017.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1978","1978","kg/ha","793.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1979","1979","kg/ha","1087.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1980","1980","kg/ha","756.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1981","1981","kg/ha","1162.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1982","1982","kg/ha","467.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1983","1983","kg/ha","1391.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1984","1984","kg/ha","920.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1985","1985","kg/ha","972.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1986","1986","kg/ha","1343.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1987","1987","kg/ha","768.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1988","1988","kg/ha","814.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1989","1989","kg/ha","1247.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1990","1990","kg/ha","1047.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1991","1991","kg/ha","1047.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1992","1992","kg/ha","537.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1993","1993","kg/ha","621.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1994","1994","kg/ha","876.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1995","1995","kg/ha","895","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1996","1996","kg/ha","1084.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1997","1997","kg/ha","1436.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1998","1998","kg/ha","1396.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","1999","1999","kg/ha","1401.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2000","2000","kg/ha","1435.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2001","2001","kg/ha","1423.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2002","2002","kg/ha","1422.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2003","2003","kg/ha","1573.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2004","2004","kg/ha","1082.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2005","2005","kg/ha","1506.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2006","2006","kg/ha","1298.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2007","2007","kg/ha","1312.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2008","2008","kg/ha","1549","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2009","2009","kg/ha","1549","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2010","2010","kg/ha","1564.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2011","2011","kg/ha","1351.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2012","2012","kg/ha","1285.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2013","2013","kg/ha","956.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2014","2014","kg/ha","906.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2015","2015","kg/ha","856.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2016","2016","kg/ha","692.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2017","2017","kg/ha","756","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2018","2018","kg/ha","867.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2019","2019","kg/ha","830.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2020","2020","kg/ha","712.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2021","2021","kg/ha","1572.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2022","2022","kg/ha","1238.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01610","Coffee, green","2023","2023","kg/ha","1042.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1961","1961","kg/ha","651.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1962","1962","kg/ha","545.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1963","1963","kg/ha","654.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1964","1964","kg/ha","590.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1965","1965","kg/ha","582.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1966","1966","kg/ha","643.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1967","1967","kg/ha","577.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1978","1978","kg/ha","598.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1979","1979","kg/ha","580.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1980","1980","kg/ha","579.6","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1981","1981","kg/ha","599.5","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1982","1982","kg/ha","902.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1983","1983","kg/ha","606.7","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1984","1984","kg/ha","904","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1985","1985","kg/ha","900","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1986","1986","kg/ha","903.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1987","1987","kg/ha","895.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1988","1988","kg/ha","906.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1989","1989","kg/ha","892.9","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1990","1990","kg/ha","1726.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1991","1991","kg/ha","1728.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1992","1992","kg/ha","1730.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1993","1993","kg/ha","1732.2","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1994","1994","kg/ha","1734.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1995","1995","kg/ha","1736.1","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1996","1996","kg/ha","1738","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1997","1997","kg/ha","1740","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1998","1998","kg/ha","1742","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","1999","1999","kg/ha","1743.9","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2000","2000","kg/ha","1745.9","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2001","2001","kg/ha","1747.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2002","2002","kg/ha","1749.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2003","2003","kg/ha","1751.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2004","2004","kg/ha","1754.4","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2005","2005","kg/ha","1757.8","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2006","2006","kg/ha","1760","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2007","2007","kg/ha","1640.3","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2008","2008","kg/ha","1507.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2009","2009","kg/ha","1903.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2010","2010","kg/ha","2005.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2011","2011","kg/ha","1621.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2012","2012","kg/ha","1865.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2013","2013","kg/ha","1845.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2014","2014","kg/ha","1790.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2015","2015","kg/ha","1799.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2016","2016","kg/ha","1816.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2017","2017","kg/ha","1701.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2018","2018","kg/ha","1979.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2019","2019","kg/ha","2225.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2020","2020","kg/ha","2106.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2021","2021","kg/ha","1989.8","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2022","2022","kg/ha","1754.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01706","Cow peas, dry","2023","2023","kg/ha","1775.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1961","1961","kg/ha","6461.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1962","1962","kg/ha","7220.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1963","1963","kg/ha","6990.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1964","1964","kg/ha","7203.6","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1965","1965","kg/ha","7729","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1966","1966","kg/ha","8486.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1967","1967","kg/ha","7424","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1968","1968","kg/ha","7745.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1969","1969","kg/ha","9604.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1970","1970","kg/ha","10521.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1971","1971","kg/ha","11338.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1972","1972","kg/ha","10301.2","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1973","1973","kg/ha","10189.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1974","1974","kg/ha","10709.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1975","1975","kg/ha","9981.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1976","1976","kg/ha","11678.4","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1977","1977","kg/ha","10467","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1978","1978","kg/ha","11926.7","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1979","1979","kg/ha","11958.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1980","1980","kg/ha","13030.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1981","1981","kg/ha","12526.1","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1982","1982","kg/ha","14556.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1983","1983","kg/ha","13891.3","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1984","1984","kg/ha","15128.5","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1985","1985","kg/ha","15201.9","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5412","Yield","01355.02","Cranberries","1986","1986","kg/ha","15733.1","A","Official figure",""
